difficulty,seed,max_curvature,mean_curvature,median_curvature,p95_curvature
easy,52,0.013158350030594325,0.00650856506269581,0.006418448112313518,0.011587488307135792
easy,53,0.01180396809366132,0.006268543239483241,0.006262774029374664,0.011684725768431872
easy,54,0.0023739890811345556,0.0015533231003940164,0.001761430695959958,0.0023673718486511785
easy,55,0.026693510482461415,0.009009879159794891,0.00614133994795499,0.02544137909568935
easy,56,0.022118285718933258,0.008734910494068587,0.007790354319089886,0.02097125048576126
easy,57,0.020437313973020774,0.008078801264469403,0.007565561578849263,0.019300172277722193
easy,58,0.008885008177100098,0.005719724835422518,0.006407715464606195,0.008842064447244986
easy,59,0.022221742778479207,0.00652799918368563,0.0028707401592519915,0.02057686793287986
easy,60,0.0012189696619201355,0.0008356638282992466,0.0009324065936932285,0.0012158496410680974
easy,61,0.01188538175745809,0.007185611056452208,0.007661225836252637,0.011849316631945621
easy,62,0.020137768586764773,0.011229956937055923,0.012283001616030562,0.01969076596277978
easy,63,0.016677890269836442,0.004532713241557735,0.0017696816622968662,0.015766181074154593
easy,64,0.009586543293738857,0.003773883778362914,0.0031682386766934533,0.008938617883121794
easy,65,0.005405944161029854,0.0036940752914267315,0.004117502391731783,0.00539722816957774
easy,66,0.014977690201326829,0.007303657036854756,0.007464181613530272,0.014239921445522071
easy,67,0.01124374624329009,0.00622843221341994,0.006435785293042305,0.011140671733743732
easy,68,0.012598153890803291,0.00789064256649856,0.009031669828175205,0.012556640164093233
easy,69,0.016545313865193485,0.008986593524402163,0.009353545547264303,0.016095562903503682
easy,70,0.009239200773393684,0.0057812620867781425,0.0063486543177418316,0.009168040491852852
easy,71,0.01198395411056406,0.006887072316870213,0.007501013961004497,0.011819711337162296
easy,72,0.0184748163653031,0.006027494151271672,0.0038348803709047784,0.01740750382968751
easy,73,0.0038501939949687385,0.002157882179216229,0.002296904630453487,0.003832387288743686
easy,74,0.014804720409653763,0.006600243198114546,0.006077870272564909,0.014381993322637277
easy,75,0.01573278695961407,0.009386764209449394,0.010385398050292403,0.01549461556155038
easy,76,0.015453702500256768,0.007583324908060493,0.006092113310719011,0.015253516287611645
easy,77,0.015804863155427493,0.005594874038289301,0.0028459618922343465,0.015074752221741625
easy,78,0.004625747196652623,0.002651598390612212,0.0028928595204652102,0.004588940884560473
easy,79,0.019918951604640984,0.00726757059342523,0.006435107125537902,0.018617900032743155
easy,80,0.006300134699516517,0.0033294253601035147,0.003092579403740438,0.0062341478303227
easy,81,0.010221011245086283,0.006690376165750742,0.007544092041488763,0.01017656569455372
easy,82,0.012811162457936294,0.006561966424964737,0.005812150448105607,0.012382373346696927
easy,83,0.005390732946391195,0.0022184438987888654,0.002010507121263054,0.005337562936988746
easy,84,0.021655221958683944,0.010309619655767887,0.009450236222437973,0.02049500233811606
easy,85,0.021891518636971728,0.011981317108743946,0.012516213300709704,0.020904019177565607
easy,86,0.012879477388157734,0.006052203905645845,0.005533774744261872,0.012270142898954116
easy,87,0.01295002014541307,0.004047797244937863,0.0020569381725955584,0.012633164727665866
easy,88,0.012298736010445345,0.006857027899255577,0.007402810752633661,0.012140397301656647
easy,89,0.02381457202528994,0.012528393289610447,0.01176026998305324,0.023431337933688106
easy,90,0.011318656583040898,0.0062858594998390195,0.006818548247988757,0.010444665511055648
easy,91,0.03441135816067509,0.02004400638695382,0.02166427145956061,0.033943794112574796
easy,92,0.00419386104500213,0.002166449737224396,0.0020671968854330297,0.0041342273736504455
easy,93,0.008243450508617887,0.003312182836992104,0.0024667037360080594,0.008138507559696778
easy,94,0.013098935458632988,0.008262401726275858,0.009107315837743657,0.013052342648053276
easy,95,0.008926959940839333,0.003924380261447814,0.003860475498599466,0.008550253161842582
easy,96,0.008994513584927897,0.0040550318195271004,0.0038347058281534042,0.008830809476710019
easy,97,0.010867699458145393,0.004957718127839802,0.005083640288178615,0.010608118239831404
easy,98,0.010052898649455296,0.003877911272982499,0.002965018784720903,0.009507021185191866
easy,99,0.017828680799758363,0.007531145951597238,0.006756088830064759,0.01717900489675477
moderate,0,0.09434064701244345,0.03688377825429519,0.03073079027503578,0.08256647069778918
moderate,1,0.05517827699479806,0.022302988568754043,0.02137316465878699,0.05122588928120266
moderate,2,0.12819917387669755,0.03988870664866624,0.03401564203703835,0.10561863359400793
moderate,3,0.06799732335125777,0.02522063521292193,0.023212190617443715,0.06209193335078508
moderate,4,0.0633036409096882,0.025820752763347384,0.023881665543133323,0.06154478924603882
moderate,5,0.09023250048207115,0.02925193810687451,0.0226722092947131,0.08060135127014104
moderate,6,0.022071463975078073,0.00986212684781876,0.00903268245019934,0.020978925607169727
moderate,7,0.09946822802501591,0.03896677904476867,0.03923471167119595,0.08744384187043475
moderate,8,0.029798506663299418,0.014173530615737917,0.012038785184084837,0.028153250020061367
moderate,9,0.09771713745899238,0.03569605171537556,0.03260760077098615,0.08331871421166182
moderate,10,0.07806249656688308,0.016228093560890108,0.009367844939159266,0.06444797995828216
moderate,11,0.050737506668113344,0.025868475421772622,0.026471806794368634,0.04765636735782617
moderate,12,0.0540409277264155,0.022854206434866856,0.022601515484412284,0.04976853574383815
moderate,13,0.07569808573816685,0.03420581100488721,0.03398340369351081,0.06720981348075185
moderate,14,0.09265325966003396,0.032803105425875494,0.027605033556040597,0.08255046997402245
moderate,15,0.08791644614549242,0.03162610475919327,0.028784787630644057,0.07255338915790124
moderate,16,0.021651778945476808,0.008625519836837178,0.008044719662739801,0.02040561588424673
moderate,17,0.07581086361542523,0.03726409392916277,0.0393553348177912,0.07046937416647488
moderate,18,0.06969541892439311,0.030298917114523087,0.028171283621293966,0.06475502578221995
moderate,19,0.07229901907231713,0.028712937419438075,0.023558587449799488,0.06718265562236583
moderate,20,0.09094917037615227,0.023621557917009726,0.021132490379841135,0.07112193795002676
moderate,21,0.042527848656477005,0.022368732496431433,0.02405726745043408,0.03987165364173244
moderate,22,0.10434066123765115,0.03540488647167524,0.030428087973625145,0.08568600493795708
moderate,23,0.06860539336494724,0.0302351566042799,0.030394036910322667,0.0628566137704473
moderate,24,0.0802387704372712,0.027148378007155537,0.023256889908394206,0.07013318416989345
moderate,25,0.024922062183067233,0.013566846003106406,0.013745997280528005,0.02447504109759064
moderate,26,0.05843226062534362,0.01759195376500361,0.015596453162716073,0.051778012729073564
moderate,27,0.108500463544471,0.0390946814409983,0.03151121102708122,0.10395867459472616
